filename,width,height,class,xmin,ymin,xmax,ymax
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,409,233,474,336
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,334,241,404,342
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,190,267,246,350
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,0,271,42,375
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,390,309,444,383
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,52,294,114,401
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,116,308,177,391
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,288,308,343,393
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,235,315,290,389
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,21,305,75,403
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,497,312,571,427
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,172,337,230,409
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,293,397,363,451
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,98,383,165,470
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,241,397,316,486
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,173,417,231,499
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,0,419,63,508
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,127,425,187,505
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,354,453,429,537
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,10,8,67,93
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,286,461,351,546
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,183,461,244,550
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,113,506,177,570
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,235,504,287,584
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,0,520,70,605
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,102,538,171,612
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,394,555,468,639
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,467,555,542,639
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,331,557,395,639
img-0033_png_jpg.rf.fd1bcbb27b28c550a5ff62aa91413fe3.jpg,640,640,epithelial,338,28,418,100
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,neutrophil,115,65,205,168
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,neutrophil,402,109,481,219
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,neutrophil,347,135,421,257
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,neutrophil,88,146,189,263
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,eosinophil,499,197,576,330
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,neutrophil,574,195,640,334
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,eosinophil,343,288,434,402
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,eosinophil,433,302,508,430
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,eosinophil,516,378,601,533
img-0098_png_jpg.rf.fdb26d632d1095dc63bc35f5658135a4.jpg,640,640,eosinophil,0,0,78,125
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,295,46,370,140
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,357,136,422,212
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,143,150,263,218
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,436,123,509,282
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,268,205,353,294
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,178,217,261,322
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,94,207,175,346
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,475,294,529,394
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,327,529,400,636
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,405,536,504,640
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,epithelial,251,578,333,640
img-0230_png_jpg.rf.fbad85808e6f8dcf79e9cc3b4e28b096.jpg,640,640,neutrophil,86,28,171,133
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,486,6,568,176
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,559,85,640,221
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,326,216,433,350
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,muciparous,452,235,621,419
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,0,281,74,460
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,414,336,464,413
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,80,317,187,466
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,275,345,362,453
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,361,387,431,498
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,442,400,517,492
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,509,416,579,516
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,214,462,319,594
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,317,504,467,639
img-0214_png_jpg.rf.fd8c25f1c7dad7a54b25a9069107fc1b.jpg,640,640,epithelial,470,514,558,639
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,281,45,361,147
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,0,72,96,171
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,159,108,245,207
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,328,146,395,232
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,376,192,459,294
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,458,212,520,291
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,509,221,583,328
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,neutrophil,290,253,336,301
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,neutrophil,266,292,318,357
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,neutrophil,0,0,42,69
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,392,293,540,400
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,553,325,625,418
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,195,348,276,462
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,281,388,353,454
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,neutrophil,474,405,529,467
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,535,413,625,527
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,383,445,460,540
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,neutrophil,461,465,518,546
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,422,527,488,618
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,137,509,226,639
img-0208_png_jpg.rf.fa4d733a4f7afac0258d3ea4590deb9d.jpg,640,640,epithelial,151,19,230,99
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,neutrophil,551,52,605,142
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,286,96,375,186
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,neutrophil,599,127,640,226
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,muciparous,197,132,274,253
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,neutrophil,447,144,517,253
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,358,152,436,250
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,neutrophil,93,214,147,294
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,muciparous,253,173,338,350
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,532,218,597,331
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,599,239,639,329
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,neutrophil,140,255,201,320
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,411,275,488,353
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,333,319,417,396
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,neutrophil,134,333,209,405
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,220,370,272,468
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,537,379,617,463
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,165,386,215,459
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,478,399,534,475
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,319,0,403,88
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,272,445,352,537
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,458,464,515,542
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,517,474,580,541
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,0,472,96,563
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,222,512,285,595
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,291,534,378,638
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,epithelial,127,555,223,634
img-0042_png_jpg.rf.f9eacbcda428136b2244ac8e62ca3968.jpg,640,640,neutrophil,558,556,617,640
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,epithelial,508,127,589,235
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,eosinophil,183,199,289,294
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,epithelial,465,260,543,319
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,eosinophil,298,243,418,381
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,eosinophil,165,283,237,382
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,epithelial,441,307,492,388
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,eosinophil,239,333,308,442
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,eosinophil,578,493,640,610
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,eosinophil,92,2,200,118
img-0136_png_jpg.rf.ff46e9291b89a9e8cc595a92712c2235.jpg,640,640,eosinophil,475,543,562,640
img-0220_png_jpg.rf.fd2caa5b926e2ad188d5ac6116b75358.jpg,640,640,epithelial,398,209,500,341
img-0220_png_jpg.rf.fd2caa5b926e2ad188d5ac6116b75358.jpg,640,640,neutrophil,371,365,448,468
img-0220_png_jpg.rf.fd2caa5b926e2ad188d5ac6116b75358.jpg,640,640,neutrophil,142,359,230,479
img-0220_png_jpg.rf.fd2caa5b926e2ad188d5ac6116b75358.jpg,640,640,neutrophil,231,384,324,514
img-0220_png_jpg.rf.fd2caa5b926e2ad188d5ac6116b75358.jpg,640,640,neutrophil,158,0,335,95
img-0220_png_jpg.rf.fd2caa5b926e2ad188d5ac6116b75358.jpg,640,640,neutrophil,44,522,190,630
img-0220_png_jpg.rf.fd2caa5b926e2ad188d5ac6116b75358.jpg,640,640,neutrophil,457,527,561,628
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,epithelial,324,94,398,203
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,neutrophil,254,141,315,233
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,epithelial,350,201,404,263
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,epithelial,1,203,61,312
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,epithelial,196,227,296,340
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,epithelial,46,244,116,334
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,epithelial,0,311,38,390
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,neutrophil,182,333,248,409
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,neutrophil,241,324,299,418
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,epithelial,58,353,134,450
img-0207_png_jpg.rf.fd05b31aa99d955dfb4bcaca01e1d8f0.jpg,640,640,neutrophil,109,460,186,538
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,65,56,144,139
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,197,3,273,202
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,0,72,58,186
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,270,93,403,207
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,53,135,113,222
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,164,194,302,308
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,0,232,161,315
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,65,0,156,55
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,0,0,56,67
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,288,328,357,465
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,0,320,114,494
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,357,393,436,475
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,546,422,611,583
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,483,508,551,581
img-0053_png_jpg.rf.fb21dd9b75802f6f1890bf6a9215d95a.jpg,640,640,epithelial,328,507,429,596
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,22,81,138,264
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,135,98,273,254
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,275,230,406,312
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,201,230,266,333
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,84,299,155,385
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,313,317,438,448
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,125,364,204,444
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,237,379,304,494
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,187,416,240,499
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,0,400,66,538
img-0027_png_jpg.rf.fd161c89b360710be04cf4d4bf305bcc.jpg,640,640,epithelial,106,441,184,509
img-0154_png_jpg.rf.fd899efaf0ec976abadd3b643da89c6d.jpg,640,640,muciparous,203,88,340,149
img-0154_png_jpg.rf.fd899efaf0ec976abadd3b643da89c6d.jpg,640,640,epithelial,239,149,319,243
img-0154_png_jpg.rf.fd899efaf0ec976abadd3b643da89c6d.jpg,640,640,epithelial,40,0,124,68
img-0154_png_jpg.rf.fd899efaf0ec976abadd3b643da89c6d.jpg,640,640,epithelial,133,563,224,639
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,168,42,222,137
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,212,52,264,153
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,0,50,53,172
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,516,132,612,200
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,epithelial,396,132,442,209
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,epithelial,356,136,396,212
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,586,189,640,273
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,epithelial,42,202,104,261
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,137,0,218,48
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,538,204,599,292
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,0,0,32,52
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,492,242,561,320
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,182,263,273,362
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,26,0,80,65
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,449,302,530,435
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,358,269,442,474
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,73,313,156,439
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,285,300,357,462
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,301,0,356,80
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,epithelial,38,407,85,478
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,169,374,294,521
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,epithelial,92,481,167,562
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,epithelial,13,479,74,568
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,batteri,282,517,356,563
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,274,494,401,598
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,396,510,464,613
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,neutrophil,104,553,188,635
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,muciparous,508,4,601,119
img-0018_png_jpg.rf.f9b9034d839b22083dfd7e77518c9f11.jpg,640,640,epithelial,259,37,318,128
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,neutrophil,335,56,396,126
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,481,67,540,150
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,283,84,359,198
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,408,94,464,189
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,358,105,408,197
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,0,113,73,201
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,545,141,640,222
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,474,150,531,228
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,254,199,335,276
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,neutrophil,11,200,63,275
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,muciparous,68,180,148,307
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,428,197,488,290
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,neutrophil,560,216,640,298
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,epithelial,333,237,401,323
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,neutrophil,240,265,305,324
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,neutrophil,32,315,72,382
img-0019_png_jpg.rf.fbce6bf27aa352cf43bd51e6416077ee.jpg,640,640,neutrophil,239,311,298,387
